28, 28
29, 73
29, 150
22, 187
13, 496
35, 111
48, 22
63, 460
64, 45
73, 140
70, 110
60, 91
97, 478
99, 436
138, 413
151, 461
157, 422
157, 386
183, 480
197, 450
210, 485
254, 191
274, 166
275, 209
313, 173
304, 136
317, 37
333, 199
336, 18
344, 68
371, 182
376, 71
378, 211
382, 29
371, 3
377, 149
400, 51
409, 80
424, 27
441, 466
442, 432
439, 497
505, 444
513, 489
522, 408
534, 372
544, 477
548, 441
684, 4
